"filename", "language", "Markdown", "JavaScript", "XML", "HTML", "Vue", "JSON", "JSON with Comments", "PostCSS", "comment", "blank", "total"
"c:\Users\snltty\Desktop\linker\src\linker.web\src\views\components\updater\UpdaterConfirm.vue", "Vue", 0, 0, 0, 0, 104, 0, 0, 0, 0, 8, 112
"c:\Users\snltty\Desktop\linker\src\linker.web\src\views\components\updater\updater.js", "JavaScript", 0, 53, 0, 0, 0, 0, 0, 0, 0, 7, 60
"c:\Users\snltty\Desktop\linker\src\linker.web\src\views\components\wakeup\Add.vue", "Vue", 0, 0, 0, 0, 216, 0, 0, 0, 0, 6, 222
"c:\Users\snltty\Desktop\linker\src\linker.web\src\views\components\wakeup\Oper.vue", "Vue", 0, 0, 0, 0, 40, 0, 0, 0, 0, 4, 44
"c:\Users\snltty\Desktop\linker\src\linker.web\src\views\components\wakeup\OperDialog.vue", "Vue", 0, 0, 0, 0, 40, 0, 0, 0, 0, 2, 42
"c:\Users\snltty\Desktop\linker\src\linker.web\src\views\components\wakeup\Wakeup.vue", "Vue", 0, 0, 0, 0, 210, 0, 0, 0, 0, 9, 219
"c:\Users\snltty\Desktop\linker\src\linker.web\src\views\components\wakeup\wakeup.js", "JavaScript", 0, 15, 0, 0, 0, 0, 0, 0, 0, 1, 16
"c:\Users\snltty\Desktop\linker\src\linker.web\src\views\components\wlist\Add.vue", "Vue", 0, 0, 0, 0, 194, 0, 0, 0, 0, 14, 208
"c:\Users\snltty\Desktop\linker\src\linker.web\src\views\components\wlist\Device.vue", "Vue", 0, 0, 0, 0, 54, 0, 0, 0, 0, 8, 62
"c:\Users\snltty\Desktop\linker\src\linker.web\src\views\components\wlist\Index.vue", "Vue", 0, 0, 0, 0, 25, 0, 0, 0, 0, 4, 29
"c:\Users\snltty\Desktop\linker\src\linker.web\src\views\components\wlist\Manager.vue", "Vue", 0, 0, 0, 0, 152, 0, 0, 0, 0, 7, 159
"c:\Users\snltty\Desktop\linker\src\linker.web\src\views\components\wlist\OperDialog.vue", "Vue", 0, 0, 0, 0, 119, 0, 0, 0, 0, 8, 127
"c:\Users\snltty\Desktop\linker\src\linker.web\src\views\components\wlist\Status.vue", "Vue", 0, 0, 0, 0, 49, 0, 0, 0, 0, 6, 55
"c:\Users\snltty\Desktop\linker\src\linker.web\src\views\components\wlist\wlist.js", "JavaScript", 0, 41, 0, 0, 0, 0, 0, 0, 0, 6, 47
"c:\Users\snltty\Desktop\linker\src\linker.web\src\views\layout\full\Index.vue", "Vue", 0, 0, 0, 0, 63, 0, 0, 0, 0, 3, 66
"c:\Users\snltty\Desktop\linker\src\linker.web\src\views\layout\full\action\Index.vue", "Vue", 0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 25
"c:\Users\snltty\Desktop\linker\src\linker.web\src\views\layout\full\config\Config.vue", "Vue", 0, 0, 0, 0, 99, 0, 0, 0, 0, 5, 104
"c:\Users\snltty\Desktop\linker\src\linker.web\src\views\layout\full\config\Index.vue", "Vue", 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 24
"c:\Users\snltty\Desktop\linker\src\linker.web\src\views\layout\full\firewall\Index.vue", "Vue", 0, 0, 0, 0, 34, 0, 0, 0, 0, 3, 37
"c:\Users\snltty\Desktop\linker\src\linker.web\src\views\layout\full\head\Background.vue", "Vue", 0, 0, 0, 0, 80, 0, 0, 0, 0, 6, 86
"c:\Users\snltty\Desktop\linker\src\linker.web\src\views\layout\full\head\Index.vue", "Vue", 0, 0, 0, 0, 105, 0, 0, 0, 0, 15, 120
"c:\Users\snltty\Desktop\linker\src\linker.web\src\views\layout\full\head\Locale.vue", "Vue", 0, 0, 0, 0, 57, 0, 0, 0, 0, 5, 62
"c:\Users\snltty\Desktop\linker\src\linker.web\src\views\layout\full\head\Menu.vue", "Vue", 0, 0, 0, 0, 108, 0, 0, 0, 0, 8, 116
"c:\Users\snltty\Desktop\linker\src\linker.web\src\views\layout\full\head\Theme.vue", "Vue", 0, 0, 0, 0, 45, 0, 0, 0, 0, 5, 50
"c:\Users\snltty\Desktop\linker\src\linker.web\src\views\layout\full\install\Client.vue", "Vue", 0, 0, 0, 0, 170, 0, 0, 0, 0, 8, 178
"c:\Users\snltty\Desktop\linker\src\linker.web\src\views\layout\full\install\Common.vue", "Vue", 0, 0, 0, 0, 53, 0, 0, 0, 0, 6, 59
"c:\Users\snltty\Desktop\linker\src\linker.web\src\views\layout\full\install\Copy.vue", "Vue", 0, 0, 0, 0, 38, 0, 0, 0, 0, 4, 42
"c:\Users\snltty\Desktop\linker\src\linker.web\src\views\layout\full\install\Index.vue", "Vue", 0, 0, 0, 0, 38, 0, 0, 0, 0, 3, 41
"c:\Users\snltty\Desktop\linker\src\linker.web\src\views\layout\full\install\Input.vue", "Vue", 0, 0, 0, 0, 84, 0, 0, 0, 0, 3, 87
"c:\Users\snltty\Desktop\linker\src\linker.web\src\views\layout\full\install\Save.vue", "Vue", 0, 0, 0, 0, 57, 0, 0, 0, 0, 4, 61
"c:\Users\snltty\Desktop\linker\src\linker.web\src\views\layout\full\install\Server.vue", "Vue", 0, 0, 0, 0, 178, 0, 0, 0, 0, 7, 185
"c:\Users\snltty\Desktop\linker\src\linker.web\src\views\layout\full\list\Index.vue", "Vue", 0, 0, 0, 0, 212, 0, 0, 0, 0, 30, 242
"c:\Users\snltty\Desktop\linker\src\linker.web\src\views\layout\full\list\Sort.vue", "Vue", 0, 0, 0, 0, 58, 0, 0, 0, 0, 7, 65
"c:\Users\snltty\Desktop\linker\src\linker.web\src\views\layout\full\logger\Index.vue", "Vue", 0, 0, 0, 0, 184, 0, 0, 0, 0, 13, 197
"c:\Users\snltty\Desktop\linker\src\linker.web\src\views\layout\full\logger\Setting.vue", "Vue", 0, 0, 0, 0, 127, 0, 0, 0, 0, 8, 135
"c:\Users\snltty\Desktop\linker\src\linker.web\src\views\layout\full\transport\Index.vue", "Vue", 0, 0, 0, 0, 27, 0, 0, 0, 0, 0, 27
"c:\Users\snltty\Desktop\linker\src\linker.web\src\views\layout\full\wakeup\Index.vue", "Vue", 0, 0, 0, 0, 34, 0, 0, 0, 0, 2, 36
"c:\Users\snltty\Desktop\linker\src\linker.web\src\views\layout\net\Head.vue", "Vue", 0, 0, 0, 0, 75, 0, 0, 0, 0, 7, 82
"c:\Users\snltty\Desktop\linker\src\linker.web\src\views\layout\net\Index.vue", "Vue", 0, 0, 0, 0, 41, 0, 0, 0, 0, 1, 42
"c:\Users\snltty\Desktop\linker\src\linker.web\src\views\layout\net\List.vue", "Vue", 0, 0, 0, 0, 90, 0, 0, 0, 0, 6, 96
"c:\Users\snltty\Desktop\linker\src\linker.web\vue.config.js", "JavaScript", 0, 10, 0, 0, 0, 0, 0, 0, 0, 1, 11
"Total", "-", 15, 2451, 50, 36, 11597, 10030, 19, 394, 40, 1113, 25745
